5hQSXkFgbxjZo9uCwd11so,0.7389558233,0.7479757085,0.3200000000,0.0001470000,1.0000000000,0.1110000000,0.7695247044,0.0000000000,0.2466460268,0.3276237141,0.3510000000,4
1SDtZ69uALD5zW8k9S8hTf,0.6636546185,0.4868421053,0.8520000000,0.0000000000,1.0000000000,0.3650000000,0.8752799311,0.0000000000,0.4551083591,0.3474073194,0.5370000000,5
7uYIX9O9DY6l1D3HiwHR1J,0.4598393574,0.4342105263,0.5530000000,0.0000000000,0.0909090909,0.0766000000,0.8638634406,0.0000000000,0.0689370485,0.4013011541,0.3810000000,2
0MdSezTbC54SIPQkXrvHrp,0.0291164659,0.9382591093,0.6070000000,0.0000000000,0.3636363636,0.1040000000,0.8555007439,0.0000000000,0.1960784314,0.4178728425,0.3640000000,2
3M9Apu4OZfylLTFKvgEtKa,0.1576305221,0.6548582996,0.7260000000,0.0000000000,0.2727272727,0.0844000000,0.8708949965,0.0000000000,0.0569659443,0.4711193776,0.7670000000,2
2fhePAlCSsJplwkjqMYpVm,0.4116465863,0.5597165992,0.4410000000,0.0000025700,0.4545454545,0.1070000000,0.8392295043,1.0000000000,0.0947368421,0.3154069589,0.5250000000,3
68vxG1i6RSmrsY9mRdqDgG,0.2108433735,0.7439271255,0.6880000000,0.0000311000,0.4545454545,0.1060000000,0.8539503563,1.0000000000,0.1073271414,0.4508359587,0.2820000000,1
7FbKipScVxkjQxQXwTd0gL,0.1465863454,0.9524291498,0.7290000000,0.0045100000,0.5454545455,0.1800000000,0.8212356119,0.0000000000,0.2538699690,0.4835327808,0.7180000000,2
4iO6aCCNBAN2TGTD5JYIiq,0.0091164659,0.8744939271,0.7290000000,0.0000000000,0.1818181818,0.1050000000,0.8672617649,1.0000000000,0.2837977296,0.4178400678,0.2850000000,9
0uIfrUwwg0Z7KTitul7E3T,0.0104417671,0.7945344130,0.7920000000,0.0000000000,0.8181818182,0.1040000000,0.8661028894,0.0000000000,0.0661506708,0.6351565605,0.5280000000,5
3u2ingQrmEVBJ6IJ0adpkW,0.5140562249,0.7955465587,0.6670000000,0.0000000000,0.6363636364,0.1970000000,0.8185263488,1.0000000000,0.0317853457,0.4402374524,0.8930000000,8
4rkUd5Juj2icJoNTLq0jmP,0.9608433735,0.0000000000,0.1480000000,0.1680000000,0.4545454545,0.1120000000,0.5949103437,1.0000000000,0.0000000000,0.0000000000,0.0000000000,6
72kaj3MRKcGnv2dbukJQRA,0.5371485944,0.7439271255,0.5240000000,0.0000000000,0.9090909091,0.0660000000,0.8353926866,1.0000000000,0.0705882353,0.3877324440,0.8130000000,8
0i0wnv9UoFdZ5MfuFGQzMy,0.1757028112,0.5202429150,0.6180000000,0.0000000000,1.0000000000,0.1170000000,0.8678255422,0.0000000000,0.0327141383,0.3451950297,0.4010000000,5
3WRIaWsws011vHMd9uzPjG,0.0130522088,0.7429149798,0.6830000000,0.0000000000,0.0909090909,0.2800000000,0.8440216115,1.0000000000,0.0800825593,0.6638425833,0.4450000000,9
7lthOBXNue2IvedLRfkod8,0.0142570281,0.6406882591,0.7990000000,0.0000000000,0.6363636364,0.1940000000,0.8671991230,0.0000000000,0.0442724458,0.5858102101,0.5350000000,5
7s9bJQK8sr8yDyOAHn8miR,0.1937751004,0.6548582996,0.4720000000,0.0000000000,0.0000000000,0.2690000000,0.8340302247,1.0000000000,0.0333333333,0.4923860364,0.1660000000,9
7fODjB7BrQTGqh0hogW6XD,0.1214859438,0.6558704453,0.6610000000,0.0000023300,1.0000000000,0.1200000000,0.8609036097,1.0000000000,0.2012383901,0.4644292497,0.8130000000,1
3YwEMdP2zkOiIq074Vlvqc,0.3865461847,0.6983805668,0.4340000000,0.0000000000,0.3636363636,0.1040000000,0.8698614047,1.0000000000,0.0340557276,0.4730858573,0.6170000000,3
56khZQKfmdTikYbbZLgxAY,0.0394578313,0.5172064777,0.7470000000,0.0000066300,0.0000000000,0.0280000000,0.8471693681,1.0000000000,0.1279669763,0.4466448988,0.5640000000,9
099tjv6oy2opbpCOA3nBwX,0.2168674699,0.7763157895,0.6430000000,0.0001040000,0.4545454545,0.0806000000,0.8578028345,1.0000000000,0.1042311662,0.6964205972,0.5360000000,1
